split,image,label,line,top_edge_width_px,new_class,new_name
train,CropImage_20260127184038417_F3-I0_OK-7.bmp,CropImage_20260127184038417_F3-I0_OK-7.txt,1,102.439948,0,label1_thin
train,CropImage_20260127184051449_F3-I0_OK-2.bmp,CropImage_20260127184051449_F3-I0_OK-2.txt,1,186.030087,1,label1_thick
train,CropImage_20260127184051449_F3-I0_OK-3.bmp,CropImage_20260127184051449_F3-I0_OK-3.txt,1,99.360220,0,label1_thin
train,CropImage_20260127184051449_F3-I0_OK-4.bmp,CropImage_20260127184051449_F3-I0_OK-4.txt,1,205.870000,1,label1_thick
train,CropImage_20260127184051449_F3-I0_OK-5.bmp,CropImage_20260127184051449_F3-I0_OK-5.txt,1,88.809768,0,label1_thin
train,CropImage_20260127184051449_F3-I0_OK-6.bmp,CropImage_20260127184051449_F3-I0_OK-6.txt,1,90.460235,0,label1_thin
train,CropImage_20260127184051449_F3-I0_OK-7.bmp,CropImage_20260127184051449_F3-I0_OK-7.txt,1,96.610285,0,label1_thin
train,CropImage_20260127184844514_F3-I0_OK-2.bmp,CropImage_20260127184844514_F3-I0_OK-2.txt,1,186.029980,1,label1_thick
train,CropImage_20260127184844514_F3-I0_OK-3.bmp,CropImage_20260127184844514_F3-I0_OK-3.txt,1,92.089860,0,label1_thin
train,CropImage_20260127184844514_F3-I0_OK-4.bmp,CropImage_20260127184844514_F3-I0_OK-4.txt,1,203.539894,1,label1_thick
train,CropImage_20260127184844514_F3-I0_OK-5.bmp,CropImage_20260127184844514_F3-I0_OK-5.txt,1,104.350389,0,label1_thin
train,CropImage_20260127184844514_F3-I0_OK-6.bmp,CropImage_20260127184844514_F3-I0_OK-6.txt,1,91.089800,0,label1_thin
train,CropImage_20260127184844514_F3-I0_OK-7.bmp,CropImage_20260127184844514_F3-I0_OK-7.txt,1,94.509994,0,label1_thin
train,CropImage_20260127201733495_F3-I0_OK-2.bmp,CropImage_20260127201733495_F3-I0_OK-2.txt,1,196.470235,1,label1_thick
train,CropImage_20260127201733495_F3-I0_OK-5.bmp,CropImage_20260127201733495_F3-I0_OK-5.txt,1,95.230312,0,label1_thin
train,CropImage_20260127201733495_F3-I0_OK-6.bmp,CropImage_20260127201733495_F3-I0_OK-6.txt,1,102.669963,0,label1_thin
train,CropImage_20260127201733495_F3-I0_OK-7.bmp,CropImage_20260127201733495_F3-I0_OK-7.txt,1,98.620047,0,label1_thin
train,CropImage_20260127201746583_F3-I0_OK-3.bmp,CropImage_20260127201746583_F3-I0_OK-3.txt,1,90.049940,0,label1_thin
train,CropImage_20260127201746583_F3-I0_OK-4.bmp,CropImage_20260127201746583_F3-I0_OK-4.txt,1,224.562815,1,label1_thick
train,CropImage_20260127201746583_F3-I0_OK-5.bmp,CropImage_20260127201746583_F3-I0_OK-5.txt,1,91.960315,0,label1_thin
train,CropImage_20260127201746583_F3-I0_OK-6.bmp,CropImage_20260127201746583_F3-I0_OK-6.txt,1,96.870126,0,label1_thin
train,CropImage_20260127201746583_F3-I0_OK-7.bmp,CropImage_20260127201746583_F3-I0_OK-7.txt,1,99.300016,0,label1_thin
train,CropImage_20260127201805747_F3-I0_OK-2.bmp,CropImage_20260127201805747_F3-I0_OK-2.txt,1,190.999880,1,label1_thick
train,CropImage_20260127201805747_F3-I0_OK-3.bmp,CropImage_20260127201805747_F3-I0_OK-3.txt,1,97.089786,0,label1_thin
train,CropImage_20260127201805747_F3-I0_OK-4.bmp,CropImage_20260127201805747_F3-I0_OK-4.txt,1,216.598218,1,label1_thick
train,CropImage_20260127201805747_F3-I0_OK-5.bmp,CropImage_20260127201805747_F3-I0_OK-5.txt,1,89.619985,0,label1_thin
train,CropImage_20260127201805747_F3-I0_OK-6.bmp,CropImage_20260127201805747_F3-I0_OK-6.txt,1,100.829988,0,label1_thin
train,CropImage_20260127201805747_F3-I0_OK-7.bmp,CropImage_20260127201805747_F3-I0_OK-7.txt,1,95.069898,0,label1_thin
train,CropImage_20260127222821757_F3-I0_OK-2.bmp,CropImage_20260127222821757_F3-I0_OK-2.txt,1,185.700040,1,label1_thick
train,CropImage_20260127222821757_F3-I0_OK-3.bmp,CropImage_20260127222821757_F3-I0_OK-3.txt,1,93.790048,0,label1_thin
train,CropImage_20260127222821757_F3-I0_OK-4.bmp,CropImage_20260127222821757_F3-I0_OK-4.txt,1,202.000384,1,label1_thick
train,CropImage_20260127222821757_F3-I0_OK-5.bmp,CropImage_20260127222821757_F3-I0_OK-5.txt,1,92.579860,0,label1_thin
train,CropImage_20260127222821757_F3-I0_OK-7.bmp,CropImage_20260127222821757_F3-I0_OK-7.txt,1,103.099914,0,label1_thin
train,CropImage_20260127222842621_F3-I0_OK-2.bmp,CropImage_20260127222842621_F3-I0_OK-2.txt,1,212.529902,1,label1_thick
train,CropImage_20260127222842621_F3-I0_OK-3.bmp,CropImage_20260127222842621_F3-I0_OK-3.txt,1,94.470054,0,label1_thin
train,CropImage_20260127222842621_F3-I0_OK-4.bmp,CropImage_20260127222842621_F3-I0_OK-4.txt,1,199.259920,1,label1_thick
train,CropImage_20260127222842621_F3-I0_OK-5.bmp,CropImage_20260127222842621_F3-I0_OK-5.txt,1,103.550000,0,label1_thin
train,CropImage_20260127222842621_F3-I0_OK-6.bmp,CropImage_20260127222842621_F3-I0_OK-6.txt,1,98.370126,0,label1_thin
train,CropImage_20260127222842621_F3-I0_OK-7.bmp,CropImage_20260127222842621_F3-I0_OK-7.txt,1,104.009920,0,label1_thin
train,CropImage_20260127222959206_F3-I0_OK-2.bmp,CropImage_20260127222959206_F3-I0_OK-2.txt,1,206.130040,1,label1_thick
train,CropImage_20260127222959206_F3-I0_OK-3.bmp,CropImage_20260127222959206_F3-I0_OK-3.txt,1,111.170316,0,label1_thin
train,CropImage_20260127222959206_F3-I0_OK-4.bmp,CropImage_20260127222959206_F3-I0_OK-4.txt,1,206.099796,1,label1_thick
train,CropImage_20260127222959206_F3-I0_OK-5.bmp,CropImage_20260127222959206_F3-I0_OK-5.txt,1,92.399947,0,label1_thin
train,CropImage_20260127222959206_F3-I0_OK-6.bmp,CropImage_20260127222959206_F3-I0_OK-6.txt,1,96.860016,0,label1_thin
train,CropImage_20260127222959206_F3-I0_OK-7.bmp,CropImage_20260127222959206_F3-I0_OK-7.txt,1,99.559818,0,label1_thin
train,CropImage_20260127224222827_F3-I0_OK-2.bmp,CropImage_20260127224222827_F3-I0_OK-2.txt,1,191.240016,1,label1_thick
train,CropImage_20260127224222827_F3-I0_OK-3.bmp,CropImage_20260127224222827_F3-I0_OK-3.txt,1,100.479773,0,label1_thin
train,CropImage_20260127224222827_F3-I0_OK-4.bmp,CropImage_20260127224222827_F3-I0_OK-4.txt,1,201.480039,1,label1_thick
train,CropImage_20260127224222827_F3-I0_OK-5.bmp,CropImage_20260127224222827_F3-I0_OK-5.txt,1,111.340230,0,label1_thin
train,CropImage_20260127224222827_F3-I0_OK-6.bmp,CropImage_20260127224222827_F3-I0_OK-6.txt,1,94.240276,0,label1_thin
train,CropImage_20260127224222827_F3-I0_OK-7.bmp,CropImage_20260127224222827_F3-I0_OK-7.txt,1,101.360184,0,label1_thin
train,CropImage_20260128094047981_F3-I0_OK-2.bmp,CropImage_20260128094047981_F3-I0_OK-2.txt,1,203.280000,1,label1_thick
train,CropImage_20260128094047981_F3-I0_OK-3.bmp,CropImage_20260128094047981_F3-I0_OK-3.txt,1,93.129904,0,label1_thin
train,CropImage_20260128094047981_F3-I0_OK-4.bmp,CropImage_20260128094047981_F3-I0_OK-4.txt,1,207.880200,1,label1_thick
train,CropImage_20260128094047981_F3-I0_OK-5.bmp,CropImage_20260128094047981_F3-I0_OK-5.txt,1,101.949640,0,label1_thin
train,CropImage_20260128094047981_F3-I0_OK-6.bmp,CropImage_20260128094047981_F3-I0_OK-6.txt,1,93.970125,0,label1_thin
train,CropImage_20260128094047981_F3-I0_OK-7.bmp,CropImage_20260128094047981_F3-I0_OK-7.txt,1,110.190000,0,label1_thin
train,CropImage_20260128112915094_F3-I0_NG-2.bmp,CropImage_20260128112915094_F3-I0_NG-2.txt,1,201.300162,1,label1_thick
train,CropImage_20260128112915094_F3-I0_NG-3.bmp,CropImage_20260128112915094_F3-I0_NG-3.txt,1,104.719963,0,label1_thin
train,CropImage_20260128112915094_F3-I0_NG-5.bmp,CropImage_20260128112915094_F3-I0_NG-5.txt,1,97.256390,0,label1_thin
train,CropImage_20260128112915094_F3-I0_NG-6.bmp,CropImage_20260128112915094_F3-I0_NG-6.txt,1,94.899903,0,label1_thin
train,CropImage_20260128112935165_F3-I0_NG-2.bmp,CropImage_20260128112935165_F3-I0_NG-2.txt,1,196.210014,1,label1_thick
train,CropImage_20260128112935165_F3-I0_NG-3.bmp,CropImage_20260128112935165_F3-I0_NG-3.txt,1,100.269675,0,label1_thin
train,CropImage_20260128112935165_F3-I0_NG-4.bmp,CropImage_20260128112935165_F3-I0_NG-4.txt,1,227.977152,1,label1_thick
train,CropImage_20260128112935165_F3-I0_NG-5.bmp,CropImage_20260128112935165_F3-I0_NG-5.txt,1,99.909798,0,label1_thin
train,CropImage_20260128112935165_F3-I0_NG-6.bmp,CropImage_20260128112935165_F3-I0_NG-6.txt,1,91.190221,0,label1_thin
train,CropImage_20260128112935165_F3-I0_NG-7.bmp,CropImage_20260128112935165_F3-I0_NG-7.txt,1,90.109964,0,label1_thin
train,CropImage_20260128113000283_F3-I0_OK-2.bmp,CropImage_20260128113000283_F3-I0_OK-2.txt,1,199.700200,1,label1_thick
train,CropImage_20260128113000283_F3-I0_OK-3.bmp,CropImage_20260128113000283_F3-I0_OK-3.txt,1,92.200032,0,label1_thin
train,CropImage_20260128113000283_F3-I0_OK-4.bmp,CropImage_20260128113000283_F3-I0_OK-4.txt,1,205.670104,1,label1_thick
train,CropImage_20260128113000283_F3-I0_OK-5.bmp,CropImage_20260128113000283_F3-I0_OK-5.txt,1,95.929750,0,label1_thin
train,CropImage_20260128113000283_F3-I0_OK-6.bmp,CropImage_20260128113000283_F3-I0_OK-6.txt,1,92.669850,0,label1_thin
train,CropImage_20260128113000283_F3-I0_OK-7.bmp,CropImage_20260128113000283_F3-I0_OK-7.txt,1,86.200079,0,label1_thin
train,CropImage_20260128140200491_F3-I0_OK-2.bmp,CropImage_20260128140200491_F3-I0_OK-2.txt,1,206.459730,1,label1_thick
train,CropImage_20260128140200491_F3-I0_OK-3.bmp,CropImage_20260128140200491_F3-I0_OK-3.txt,1,88.220286,0,label1_thin
train,CropImage_20260128140200491_F3-I0_OK-4.bmp,CropImage_20260128140200491_F3-I0_OK-4.txt,1,213.879780,1,label1_thick
train,CropImage_20260128140200491_F3-I0_OK-5.bmp,CropImage_20260128140200491_F3-I0_OK-5.txt,1,100.840062,0,label1_thin
train,CropImage_20260128140200491_F3-I0_OK-6.bmp,CropImage_20260128140200491_F3-I0_OK-6.txt,1,96.969852,0,label1_thin
train,CropImage_20260128140200491_F3-I0_OK-7.bmp,CropImage_20260128140200491_F3-I0_OK-7.txt,1,104.109741,0,label1_thin
train,CropImage_20260128140213583_F3-I0_OK-2.bmp,CropImage_20260128140213583_F3-I0_OK-2.txt,1,200.319692,1,label1_thick
train,CropImage_20260128140213583_F3-I0_OK-3.bmp,CropImage_20260128140213583_F3-I0_OK-3.txt,1,96.760104,0,label1_thin
train,CropImage_20260128140213583_F3-I0_OK-4.bmp,CropImage_20260128140213583_F3-I0_OK-4.txt,1,210.719025,1,label1_thick
train,CropImage_20260128140213583_F3-I0_OK-5.bmp,CropImage_20260128140213583_F3-I0_OK-5.txt,1,98.899650,0,label1_thin
train,CropImage_20260128140213583_F3-I0_OK-6.bmp,CropImage_20260128140213583_F3-I0_OK-6.txt,1,106.759838,0,label1_thin
train,CropImage_20260128140213583_F3-I0_OK-7.bmp,CropImage_20260128140213583_F3-I0_OK-7.txt,1,105.369820,0,label1_thin
train,CropImage_20260128140354486_F3-I0_OK-2.bmp,CropImage_20260128140354486_F3-I0_OK-2.txt,1,240.100179,1,label1_thick
train,CropImage_20260128140354486_F3-I0_OK-3.bmp,CropImage_20260128140354486_F3-I0_OK-3.txt,1,108.679800,0,label1_thin
train,CropImage_20260128140354486_F3-I0_OK-4.bmp,CropImage_20260128140354486_F3-I0_OK-4.txt,1,210.630048,1,label1_thick
train,CropImage_20260128140354486_F3-I0_OK-5.bmp,CropImage_20260128140354486_F3-I0_OK-5.txt,1,89.089963,0,label1_thin
train,CropImage_20260128140354486_F3-I0_OK-6.bmp,CropImage_20260128140354486_F3-I0_OK-6.txt,1,112.090062,0,label1_thin
train,CropImage_20260128140354486_F3-I0_OK-7.bmp,CropImage_20260128140354486_F3-I0_OK-7.txt,1,110.270160,0,label1_thin
train,CropImage_20260128140934512_F3-I0_OK-2.bmp,CropImage_20260128140934512_F3-I0_OK-2.txt,1,231.219909,1,label1_thick
train,CropImage_20260128140934512_F3-I0_OK-3.bmp,CropImage_20260128140934512_F3-I0_OK-3.txt,1,106.120252,0,label1_thin
train,CropImage_20260128140934512_F3-I0_OK-4.bmp,CropImage_20260128140934512_F3-I0_OK-4.txt,1,202.750010,1,label1_thick
train,CropImage_20260128140934512_F3-I0_OK-5.bmp,CropImage_20260128140934512_F3-I0_OK-5.txt,1,102.719721,0,label1_thin
train,CropImage_20260128140934512_F3-I0_OK-6.bmp,CropImage_20260128140934512_F3-I0_OK-6.txt,1,104.530180,0,label1_thin
train,CropImage_20260128140934512_F3-I0_OK-7.bmp,CropImage_20260128140934512_F3-I0_OK-7.txt,1,113.192477,0,label1_thin
train,CropImage_20260128141009821_F3-I0_OK-2.bmp,CropImage_20260128141009821_F3-I0_OK-2.txt,1,193.910094,1,label1_thick
train,CropImage_20260128141009821_F3-I0_OK-3.bmp,CropImage_20260128141009821_F3-I0_OK-3.txt,1,89.750048,0,label1_thin
train,CropImage_20260128141009821_F3-I0_OK-4.bmp,CropImage_20260128141009821_F3-I0_OK-4.txt,1,208.130164,1,label1_thick
train,CropImage_20260128141009821_F3-I0_OK-5.bmp,CropImage_20260128141009821_F3-I0_OK-5.txt,1,100.669656,0,label1_thin
train,CropImage_20260128141009821_F3-I0_OK-6.bmp,CropImage_20260128141009821_F3-I0_OK-6.txt,1,110.418138,0,label1_thin
train,CropImage_20260128141009821_F3-I0_OK-7.bmp,CropImage_20260128141009821_F3-I0_OK-7.txt,1,214.730000,1,label1_thick
train,CropImage_20260128141533910_F3-I0_OK-2.bmp,CropImage_20260128141533910_F3-I0_OK-2.txt,1,184.269834,1,label1_thick
train,CropImage_20260128141533910_F3-I0_OK-3.bmp,CropImage_20260128141533910_F3-I0_OK-3.txt,1,130.140270,0,label1_thin
train,CropImage_20260128141533910_F3-I0_OK-4.bmp,CropImage_20260128141533910_F3-I0_OK-4.txt,1,224.929798,1,label1_thick
train,CropImage_20260128141533910_F3-I0_OK-5.bmp,CropImage_20260128141533910_F3-I0_OK-5.txt,1,107.200280,0,label1_thin
train,CropImage_20260128141533910_F3-I0_OK-6.bmp,CropImage_20260128141533910_F3-I0_OK-6.txt,1,108.380256,0,label1_thin
train,CropImage_20260128141533910_F3-I0_OK-7.bmp,CropImage_20260128141533910_F3-I0_OK-7.txt,1,95.480154,0,label1_thin
train,CropImage_20260128202932470_F3-I0_OK-2.bmp,CropImage_20260128202932470_F3-I0_OK-2.txt,1,197.049850,1,label1_thick
train,CropImage_20260128202932470_F3-I0_OK-3.bmp,CropImage_20260128202932470_F3-I0_OK-3.txt,1,119.700016,0,label1_thin
train,CropImage_20260128202932470_F3-I0_OK-4.bmp,CropImage_20260128202932470_F3-I0_OK-4.txt,1,230.579991,1,label1_thick
train,CropImage_20260128202932470_F3-I0_OK-5.bmp,CropImage_20260128202932470_F3-I0_OK-5.txt,1,85.819944,0,label1_thin
train,CropImage_20260128202932470_F3-I0_OK-6.bmp,CropImage_20260128202932470_F3-I0_OK-6.txt,1,111.860056,0,label1_thin
train,CropImage_20260128202932470_F3-I0_OK-7.bmp,CropImage_20260128202932470_F3-I0_OK-7.txt,1,102.926228,0,label1_thin
train,CropImage_20260128202938683_F3-I0_OK-2.bmp,CropImage_20260128202938683_F3-I0_OK-2.txt,1,200.959782,1,label1_thick
train,CropImage_20260128202938683_F3-I0_OK-3.bmp,CropImage_20260128202938683_F3-I0_OK-3.txt,1,112.239963,0,label1_thin
train,CropImage_20260128202938683_F3-I0_OK-4.bmp,CropImage_20260128202938683_F3-I0_OK-4.txt,1,218.320224,1,label1_thick
train,CropImage_20260128202938683_F3-I0_OK-5.bmp,CropImage_20260128202938683_F3-I0_OK-5.txt,2,94.590000,0,label1_thin
train,CropImage_20260128202938683_F3-I0_OK-6.bmp,CropImage_20260128202938683_F3-I0_OK-6.txt,1,130.830044,0,label1_thin
train,CropImage_20260128202938683_F3-I0_OK-7.bmp,CropImage_20260128202938683_F3-I0_OK-7.txt,4,100.710115,0,label1_thin
test,CropImage_20260126092714769_F3-I0_OK-2.bmp,CropImage_20260126092714769_F3-I0_OK-2.txt,1,187.680100,1,label1_thick
